# Exhaustive lling-llang stack-safety disposition ledger.
# Rows D001-D091 reproduce the exact direct-candidate order from pgmcp/libcpg run 44bdd341-48f4-46bf-8829-92988abf55b1.
# Rows S001-S005 cover every mutual SCC from that run. Rows L001-L041 cover the independent 213-file Rust recursive-owned-type audit.
# Every final_revision cell identifies the immutable production commit validated by this ledger.
id	kind	discovery_run	baseline_revision	baseline_file	baseline_line	symbol	scc	feature_profile	reachability	depth_driver	observable_order	sharing_cycle_policy	cancellation_cap	baseline_stack_risk	machine	shallow_oracle	formal_obligations	property_laws	deep_wide_lifecycle_test	complexity	allocation_plan	final_revision	disposition	source_evidence
L024	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/logict.rs	1497	TheoryPred	-	default+all-features	public-or-production-owned-type	TheoryPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_theory_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,Constraint,ConstraintTheory,T,TheoryPred
L025	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/logict_smt.rs	53	SmtTerm	-	default+smt-z3	public-or-production-owned-type	SmtTerm recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_smt_evaluation_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,SmtTerm,String,i64,u32,u64
L026	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/logict_smt.rs	250	SmtConstraint	-	default+smt-z3	public-or-production-owned-type	SmtConstraint recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_smt_evaluation_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,SmtConstraint,SmtTerm,String
L027	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/presburger.rs	195	PresburgerPred	-	default+all-features	public-or-production-owned-type	PresburgerPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_presburger_evaluation_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,LinearConstraint,PresburgerPred,usize
L028	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/product_nary.rs	29	NaryProductPred	-	default+all-features	public-or-production-owned-type	NaryProductPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_nary_product_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,NaryProductPred,P,usize
L029	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/product_nary.rs	529	SumPred	-	default+all-features	public-or-production-owned-type	SumPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_sum_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,P,SumPred,usize
L030	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/regex_sfa.rs	31	RegexPred	-	default+all-features	public-or-production-owned-type	RegexPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_regex_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,Option,P,RegexPred,usize
L031	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sfa.rs	177	IntervalPred	-	default+all-features	public-or-production-owned-type	IntervalPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_interval_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,IntervalPred,Vec,i64
L032	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sfa.rs	540	CharClassPred	-	default+all-features	public-or-production-owned-type	CharClassPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_character_class_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,CharClassPred,Vec,char
L033	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sfa.rs	1736	PredicateExpr	-	default+all-features	public-or-production-owned-type	PredicateExpr recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	predicate lifecycle event machines	bounded recursive lifecycle oracle	DecidabilityMachine.v + CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_decidability_expression_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,PredicateExpr,String,Vec,u64
L034	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sfa.rs	2386	ProductPred	-	default+all-features	public-or-production-owned-type	ProductPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_product_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=A,B,BooleanAlgebra,Box,Predicate,ProductPred
L035	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/string_algebra.rs	27	StrPred	-	default+all-features	public-or-production-owned-type	StrPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/cross_carrier_lifecycle_properties.rs::deep_string_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,CharClassPred,Option,StrPred,String,usize
L036	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sym_tree.rs	28	SymTerm	-	default+all-features	public-or-production-owned-type	SymTerm recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	ordered tree lifecycle event machines	bounded recursive lifecycle oracle	OrderedForestMachine.v + CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_symbolic_term_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer STRUCT refs=D,Option,String,SymTerm,Vec
L037	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sym_tree.rs	677	TreePred	-	default+all-features	public-or-production-owned-type	TreePred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	ordered tree lifecycle event machines	bounded recursive lifecycle oracle	OrderedForestMachine.v + CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_tree_algebra_compile_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,Option,P,String,TreePred,Vec
L038	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/tree_transducers/rule.rs	9	TreeChild	-	default+all-features	public-or-production-owned-type	TreeChild recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	ordered tree lifecycle event machines	bounded recursive lifecycle oracle	OrderedForestMachine.v + CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_tree_pattern_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,L,StateId,TreePattern,derive,usize
L039	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/tree_transducers/rule.rs	58	TreePattern	-	default+all-features	public-or-production-owned-type	TreePattern recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	ordered tree lifecycle event machines	bounded recursive lifecycle oracle	OrderedForestMachine.v + CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_tree_pattern_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer STRUCT refs=L,TreeChild,Vec
L040	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/tree_transducers/tree.rs	6	TreeNode	-	default+all-features	public-or-production-owned-type	TreeNode recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	ordered tree lifecycle event machines	bounded recursive lifecycle oracle	OrderedForestMachine.v + CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_tree_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer STRUCT refs=L,Tree,Vec,derive
L041	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/tree_transducers/tree.rs	15	Tree	-	default+all-features	public-or-production-owned-type	Tree recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	ordered tree lifecycle event machines	bounded recursive lifecycle oracle	OrderedForestMachine.v + CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_tree_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer STRUCT refs=L,TreeNode
